"Dist Code","Year","State Code","State Name","Dist Name","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)"
"1","1980","14","Chhattisgarh","Durg","515.6","812.1","33.6","761.9","2.8","933.33","0.1","1000.0"
"1","1981","14","Chhattisgarh","Durg","506.9","804.6","23.6","568.67","3.0","1000.0","0.1","1000.0"
"1","1982","14","Chhattisgarh","Durg","513.3","817.49","23.9","581.51","3.1","1033.33","0.2","2000.0"
"1","1983","14","Chhattisgarh","Durg","711.0","1134.51","20.6","516.29","3.7","1233.33","0.3","1500.0"
"1","1984","14","Chhattisgarh","Durg","563.8","891.81","19.9","491.36","4.1","1138.89","0.5","1666.67"
"1","1985","14","Chhattisgarh","Durg","699.8","1109.38","21.0","532.99","3.0","789.47","0.3","1000.0"
"1","1986","14","Chhattisgarh","Durg","525.0","816.49","24.0","648.65","3.0","750.0","0.5","1250.0"
"1","1987","14","Chhattisgarh","Durg","523.0","807.1","23.0","534.88","3.0","750.0","0.3","3000.0"
"1","1988","14","Chhattisgarh","Durg","549.7","842.19","20.2","462.24","4.0","1052.63","0.5","2500.0"
"1","1989","14","Chhattisgarh","Durg","457.3","692.67","22.7","518.26","4.8","1297.3","0.7","1750.0"
"1","1990","14","Chhattisgarh","Durg","806.8","1181.43","24.8","685.08","3.8","950.0","0.1","1428.57"
"1","1991","14","Chhattisgarh","Durg","773.6","1136.31","21.6","620.69","3.5","921.05","0.9","1956.52"
"1","1992","14","Chhattisgarh","Durg","777.3","1129.8","20.5","365.42","6.0","1363.64","0.6","1714.29"
"1","1993","14","Chhattisgarh","Durg","876.7","1246.02","23.8","704.14","4.2","1105.26","0.8","1777.78"
"1","1994","14","Chhattisgarh","Durg","967.9","1331.73","29.4","805.48","4.3","895.83","0.7","1750.0"
"1","1995","14","Chhattisgarh","Durg","1052.0","1454.44","26.5","714.29","5.6","1333.33","0.8","1600.0"
"1","1996","14","Chhattisgarh","Durg","917.2","1290.2","29.1","803.87","4.1","1281.25","1.1","1833.33"
"1","1997","14","Chhattisgarh","Durg","837.5","1138.37","18.3","514.04","3.2","914.29","0.9","1875.0"
"1","1998","14","Chhattisgarh","Durg","684.62","870.45","24.84","621.62","5.68","1012.65","2.27","1939.21"
"1","1999","14","Chhattisgarh","Durg","963.04","1251.04","0.0","0.0","4.98","1307.44","3.43","3340.34"
"1","2000","14","Chhattisgarh","Durg","467.89","624.89","17.59","588.19","3.12","792.52","0.17","178.83"
"1","2001","14","Chhattisgarh","Durg","978.69","1294.13","24.11","702.43","2.62","672.21","0.21","188.49"
"1","2002","14","Chhattisgarh","Durg","484.9","643.6","25.09","754.44","4.76","1284.3","0.29","206.84"
"1","2003","14","Chhattisgarh","Durg","1145.82","1494.73","29.58","778.78","3.35","983.49","0.41","207.38"
"1","2004","14","Chhattisgarh","Durg","984.31","1268.46","23.19","636.48","3.87","1186.04","0.65","206.84"
"1","2005","14","Chhattisgarh","Durg","984.31","1268.46","23.19","636.48","3.87","1186.04","0.65","206.84"
"1","2006","14","Chhattisgarh","Durg","1177.1","1505.81","26.62","723.16","5.03","953.14","0.72","105.93"
"1","2007","14","Chhattisgarh","Durg","1095.84","1369.98","34.38","921.03","3.82","1157.23","1.21","123.15"
"1","2008","14","Chhattisgarh","Durg","704.09","876.42","31.19","855.47","3.35","984.92","0.84","111.7"
"1","2009","14","Chhattisgarh","Durg","622.05","788.37","38.12","898.09","3.4","1045.97","1.65","231.58"
"1","2010","14","Chhattisgarh","Durg","1319.18","1695.77","45.87","994.69","4.63","1457.32","1.13","256.96"
"1","2011","14","Chhattisgarh","Durg","1416.48","1756.23","50.19","1115.68","4.67","1285.56","2.06","506.02"
"1","2012","14","Chhattisgarh","Durg","1534.22","1900.97","47.69","1087.1","4.8","1538.56","1.26","252.98"
"1","2013","14","Chhattisgarh","Durg","1296.24","1581.86","43.33","1043.06","6.34","1742.2","0.93","237.45"
"1","2014","14","Chhattisgarh","Durg","1444.24","1729.89","50.96","1151.49","5.84","1451.66","3.46","602.17"
"1","2015","14","Chhattisgarh","Durg","880.6","1076.95","54.6","1120.74","14.47","1467.17","2.57","228.49"
"1","2016","14","Chhattisgarh","Durg","1791.66","2085.96","61.84","1263.55","16.12","2028.48","7.21","389.38"
"1","2017","14","Chhattisgarh","Durg","983.21","1168.92","50.19","1153.77","18.09","1956.03","3.59","181.06"
"2","1980","14","Chhattisgarh","Bastar","391.8","754.33","3.1","1068.97","30.3","1082.14","1.7","3400.0"
"2","1981","14","Chhattisgarh","Bastar","389.3","743.65","3.3","1100.0","29.4","1088.89","2.1","3500.0"
"2","1982","14","Chhattisgarh","Bastar","372.4","705.7","3.9","1218.75","36.7","1310.71","2.1","3500.0"
"2","1983","14","Chhattisgarh","Bastar","408.0","758.36","2.7","931.03","39.0","1344.83","2.8","3500.0"
"2","1984","14","Chhattisgarh","Bastar","395.6","741.66","3.0","1071.43","42.8","1486.11","2.6","3250.0"
"2","1985","14","Chhattisgarh","Bastar","834.3","1502.16","2.6","1000.0","32.4","1128.92","0.6","3000.0"
"2","1986","14","Chhattisgarh","Bastar","403.0","724.82","3.0","1000.0","34.0","1214.29","1.4","3500.0"
"2","1987","14","Chhattisgarh","Bastar","382.0","688.29","2.0","666.67","34.0","1214.29","0.4","4000.0"
"2","1988","14","Chhattisgarh","Bastar","553.2","965.78","3.0","1071.43","40.9","1430.07","0.6","3000.0"
"2","1989","14","Chhattisgarh","Bastar","544.7","952.77","2.7","1038.46","54.7","1926.06","0.7","3500.0"
"2","1990","14","Chhattisgarh","Bastar","561.9","970.47","2.4","1200.0","40.6","1476.36","1.1","3666.67"
"2","1991","14","Chhattisgarh","Bastar","624.3","1072.13","3.0","1363.64","40.8","1483.64","0.5","2941.18"
"2","1992","14","Chhattisgarh","Bastar","533.3","912.56","2.0","1250.0","46.3","1683.64","1.3","3513.51"
"2","1993","14","Chhattisgarh","Bastar","603.7","997.36","2.6","1444.44","43.9","1613.97","0.9","3750.0"
"2","1994","14","Chhattisgarh","Bastar","604.0","990.33","2.4","1500.0","32.2","1262.75","0.9","3000.0"
"2","1995","14","Chhattisgarh","Bastar","589.1","951.7","2.5","1562.5","41.6","1684.21","1.1","3666.67"
"2","1996","14","Chhattisgarh","Bastar","670.5","1040.99","3.3","1650.0","38.7","1586.07","1.3","3250.0"
"2","1997","14","Chhattisgarh","Bastar","455.0","730.57","2.2","1571.43","34.1","1391.84","1.0","3448.28"
"2","1998","14","Chhattisgarh","Bastar","569.8","908.63","3.8","1583.33","56.8","1531.0","1.2","4000.0"
"2","1999","14","Chhattisgarh","Bastar","676.2","1075.95","0.0","0.0","46.6","1864.0","1.35","3648.65"
"2","2000","14","Chhattisgarh","Bastar","523.9","834.2","2.75","1617.65","38.35","1552.0","0.13","295.45"
"2","2001","14","Chhattisgarh","Bastar","922.15","1454.52","3.88","1552.0","23.68","944.93","0.11","333.33"
"2","2002","14","Chhattisgarh","Bastar","331.38","531.14","3.76","1799.04","35.99","1424.78","0.09","281.25"
"2","2003","14","Chhattisgarh","Bastar","1042.75","1648.41","3.83","1582.64","45.98","1559.7","0.14","318.18"
"2","2004","14","Chhattisgarh","Bastar","788.65","1241.05","3.21","1479.26","49.74","1647.57","0.1","322.58"
"2","2005","14","Chhattisgarh","Bastar","788.65","1241.05","3.21","1479.26","49.74","1647.57","0.1","322.58"
"2","2006","14","Chhattisgarh","Bastar","836.54","1530.61","3.2","1666.67","41.19","1322.31","0.14","145.83"
"2","2007","14","Chhattisgarh","Bastar","927.73","1481.83","3.31","1970.24","59.39","1818.43","0.21","161.54"
"2","2008","14","Chhattisgarh","Bastar","729.33","1161.76","2.6","1520.47","53.87","1612.39","0.22","184.87"
"2","2009","14","Chhattisgarh","Bastar","682.46","1089.04","2.95","1798.78","61.36","1764.74","0.34","330.1"
"2","2010","14","Chhattisgarh","Bastar","1184.98","1905.45","3.2","2000.0","72.3","2025.21","0.12","117.65"
"2","2011","14","Chhattisgarh","Bastar","772.88","1231.23","2.49","1872.18","82.85","2063.0","0.34","629.63"
"2","2012","14","Chhattisgarh","Bastar","1341.33","2103.06","2.47","1976.0","84.27","2053.36","0.16","355.56"
"2","2013","14","Chhattisgarh","Bastar","1265.91","1969.4","1.75","1804.12","99.48","2347.33","0.14","269.23"
"2","2014","14","Chhattisgarh","Bastar","1377.04","2129.33","1.86","2296.3","86.93","2016.94","0.33","540.98"
"2","2015","14","Chhattisgarh","Bastar","664.46","1030.87","1.75","2083.33","88.98","2151.35","0.1","298.52"
"2","2016","14","Chhattisgarh","Bastar","1294.97","1973.24","1.53","2265.58","123.66","2979.5","0.2","218.24"
"2","2017","14","Chhattisgarh","Bastar","801.82","1214.23","2.22","1783.13","120.22","2866.36","0.11","152.5"
"3","1980","14","Chhattisgarh","Raipur","724.7","892.05","19.2","1149.7","0.6","750.0","1.7","4250.0"
"3","1981","14","Chhattisgarh","Raipur","791.5","989.87","17.2","1005.85","0.8","1000.0","1.4","3500.0"
"3","1982","14","Chhattisgarh","Raipur","617.0","772.31","17.4","1087.5","0.6","750.0","1.3","3250.0"
"3","1983","14","Chhattisgarh","Raipur","988.8","1232.15","10.7","640.72","0.9","1125.0","2.2","3666.67"
"3","1984","14","Chhattisgarh","Raipur","924.3","1149.63","11.9","725.61","1.1","1222.22","1.3","4333.33"
"3","1985","14","Chhattisgarh","Raipur","1304.3","1587.32","12.3","698.86","0.8","888.89","1.1","3666.67"
"3","1986","14","Chhattisgarh","Raipur","809.0","989.0","20.0","1111.11","1.0","1000.0","0.9","4500.0"
"3","1987","14","Chhattisgarh","Raipur","1012.0","1231.14","16.0","941.18","1.0","1000.0","0.8","2666.67"
"3","1988","14","Chhattisgarh","Raipur","850.1","1026.81","13.7","702.56","0.7","777.78","0.7","2333.33"
"3","1989","14","Chhattisgarh","Raipur","1186.1","1418.61","13.1","798.78","0.9","1000.0","0.9","3000.0"
"3","1990","14","Chhattisgarh","Raipur","1155.0","1363.15","18.9","1111.76","0.6","857.14","0.8","3200.0"
"3","1991","14","Chhattisgarh","Raipur","1218.8","1427.0","13.7","907.28","0.9","900.0","0.8","3076.92"
"3","1992","14","Chhattisgarh","Raipur","1382.3","1609.95","16.5","988.02","1.4","1400.0","0.9","3103.45"
"3","1993","14","Chhattisgarh","Raipur","1400.1","1598.11","21.8","1153.44","1.3","1444.44","0.8","2962.96"
"3","1994","14","Chhattisgarh","Raipur","1303.5","1448.82","22.4","1217.39","0.6","857.14","0.6","3000.0"
"3","1995","14","Chhattisgarh","Raipur","1314.9","1447.49","19.5","1226.42","0.8","1142.86","0.9","3000.0"
"3","1996","14","Chhattisgarh","Raipur","1448.8","1683.87","16.7","1176.06","0.8","1000.0","0.8","4000.0"
"3","1997","14","Chhattisgarh","Raipur","1016.2","1106.25","13.2","977.78","0.7","875.0","0.6","3000.0"
"3","1998","14","Chhattisgarh","Raipur","643.0","712.86","17.9","1005.62","1.0","833.33","1.0","2500.0"
"3","1999","14","Chhattisgarh","Raipur","1378.88","1451.13","0.0","0.0","1.0","1250.0","0.6","3157.89"
"3","2000","14","Chhattisgarh","Raipur","461.63","518.81","10.6","1307.03","0.81","964.29","0.05","312.5"
"3","2001","14","Chhattisgarh","Raipur","1120.82","1241.74","19.63","1257.53","0.52","604.65","0.03","272.73"
"3","2002","14","Chhattisgarh","Raipur","659.62","734.67","16.9","1281.27","1.23","1194.17","0.03","272.73"
"3","2003","14","Chhattisgarh","Raipur","1316.34","1442.52","20.28","1232.83","2.0","956.94","0.04","266.67"
"3","2004","14","Chhattisgarh","Raipur","1147.58","1249.64","14.85","1037.01","1.42","1145.16","0.05","294.12"
"3","2005","14","Chhattisgarh","Raipur","1147.58","1249.64","14.85","1037.01","1.42","1145.16","0.05","294.12"
"3","2006","14","Chhattisgarh","Raipur","1324.71","1442.43","12.16","928.95","2.35","900.38","0.05","192.31"
"3","2007","14","Chhattisgarh","Raipur","1483.28","1550.53","13.08","1145.36","2.89","1142.29","0.07","200.0"
"3","2008","14","Chhattisgarh","Raipur","1252.38","1329.15","11.04","1020.33","1.39","1077.52","0.06","206.9"
"3","2009","14","Chhattisgarh","Raipur","1307.24","1407.66","18.01","1421.47","2.13","1589.55","0.01","40.0"
"3","2010","14","Chhattisgarh","Raipur","1521.13","1661.71","15.2","1345.13","1.8","1384.62","0.04","307.69"
"3","2011","14","Chhattisgarh","Raipur","1421.37","1483.67","17.89","1697.34","3.6","1698.11","0.07","538.46"
"3","2012","14","Chhattisgarh","Raipur","1974.69","1987.25","17.75","1818.65","17.05","1669.93","0.08","363.64"
"3","2013","14","Chhattisgarh","Raipur","1749.21","1733.23","15.86","1722.04","22.77","1750.19","0.08","347.83"
"3","2014","14","Chhattisgarh","Raipur","2127.73","2055.8","21.24","2046.24","29.67","2011.53","0.14","583.33"
"3","2015","14","Chhattisgarh","Raipur","1412.83","1431.57","19.3","1756.14","20.1","1804.31","0.09","297.3"
"3","2016","14","Chhattisgarh","Raipur","2432.48","2410.09","17.95","2038.28","18.15","2557.48","0.07","201.17"
"3","2017","14","Chhattisgarh","Raipur","1520.95","1585.96","23.66","1625.61","13.67","2228.27","0.05","174.91"
"4","1980","14","Chhattisgarh","Bilaspur","636.5","969.09","23.2","885.5","9.8","890.91","1.9","2111.11"
"4","1981","14","Chhattisgarh","Bilaspur","581.4","883.45","18.0","775.86","10.1","918.18","0.9","2250.0"
"4","1982","14","Chhattisgarh","Bilaspur","401.2","616.57","14.3","737.11","10.3","1030.0","0.8","2000.0"
"4","1983","14","Chhattisgarh","Bilaspur","666.8","1006.04","15.0","688.07","14.2","1290.91","1.9","2111.11"
"4","1984","14","Chhattisgarh","Bilaspur","546.2","833.64","7.8","467.07","11.7","1093.46","1.3","2166.67"
"4","1985","14","Chhattisgarh","Bilaspur","910.1","1376.44","16.8","811.59","12.3","1051.28","1.9","2375.0"
"4","1986","14","Chhattisgarh","Bilaspur","967.0","1365.82","18.0","818.18","11.0","916.67","1.5","2500.0"
"4","1987","14","Chhattisgarh","Bilaspur","716.0","1079.94","17.5","717.21","13.0","1083.33","3.2","2461.54"
"4","1988","14","Chhattisgarh","Bilaspur","889.1","1372.92","16.2","655.87","16.9","1408.33","2.0","2500.0"
"4","1989","14","Chhattisgarh","Bilaspur","698.5","1040.21","11.5","660.92","16.6","1383.33","3.3","2357.14"
"4","1990","14","Chhattisgarh","Bilaspur","964.2","1398.4","16.3","871.66","12.9","1084.03","1.1","2558.14"
"4","1991","14","Chhattisgarh","Bilaspur","895.4","1296.55","13.6","800.0","15.4","1262.3","1.7","2000.0"
"4","1992","14","Chhattisgarh","Bilaspur","724.2","1046.83","16.3","970.24","16.7","1403.36","2.5","2659.57"
"4","1993","14","Chhattisgarh","Bilaspur","943.7","1351.81","19.9","966.02","19.0","1596.64","2.0","2500.0"
"4","1994","14","Chhattisgarh","Bilaspur","1164.4","1617.9","19.9","1058.51","11.7","1035.4","1.6","2666.67"
"4","1995","14","Chhattisgarh","Bilaspur","921.0","1331.5","17.1","1017.86","16.0","1344.54","4.4","3384.62"
"4","1996","14","Chhattisgarh","Bilaspur","922.9","1340.84","16.0","1045.75","14.6","1280.7","5.9","3277.78"
"4","1997","14","Chhattisgarh","Bilaspur","349.1","495.81","6.3","466.67","12.6","1115.04","2.8","2857.14"
"4","1998","14","Chhattisgarh","Bilaspur","608.38","812.27","12.46","845.32","13.91","1232.94","5.83","2736.87"
"4","1999","14","Chhattisgarh","Bilaspur","1129.43","1498.18","0.0","0.0","15.5","1388.76","5.24","2842.85"
"4","2000","14","Chhattisgarh","Bilaspur","437.56","621.31","4.2","333.81","10.73","994.26","0.12","224.85"
"4","2001","14","Chhattisgarh","Bilaspur","1012.11","1422.13","18.92","1072.87","7.81","715.07","0.12","217.12"
"4","2002","14","Chhattisgarh","Bilaspur","617.25","875.59","18.76","1068.02","13.3","1244.88","0.18","231.8"
"4","2003","14","Chhattisgarh","Bilaspur","1011.96","1424.48","20.61","1027.09","12.73","1206.17","0.2","229.56"
"4","2004","14","Chhattisgarh","Bilaspur","874.16","1228.45","15.8","837.0","13.39","1302.9","0.32","244.72"
"4","2005","14","Chhattisgarh","Bilaspur","874.16","1228.45","15.8","837.0","13.39","1302.9","0.32","244.72"
"4","2006","14","Chhattisgarh","Bilaspur","1127.18","1581.33","15.69","893.02","10.78","1064.98","0.32","137.66"
"4","2007","14","Chhattisgarh","Bilaspur","1160.03","1619.32","19.05","1096.53","13.41","1381.2","0.4","133.19"
"4","2008","14","Chhattisgarh","Bilaspur","1070.95","1428.76","18.05","1029.04","11.18","1152.73","0.38","143.66"
"4","2009","14","Chhattisgarh","Bilaspur","994.29","1427.57","28.14","1160.63","17.12","1467.12","0.62","248.51"
"4","2010","14","Chhattisgarh","Bilaspur","1333.61","1889.83","30.13","1210.79","18.67","1606.28","0.27","232.46"
"4","2011","14","Chhattisgarh","Bilaspur","1557.35","2079.01","26.28","1377.75","12.72","1368.1","0.69","657.17"
"4","2012","14","Chhattisgarh","Bilaspur","1746.82","2337.61","27.31","1460.32","15.8","1795.44","0.3","240.21"
"4","2013","14","Chhattisgarh","Bilaspur","1577.16","2171.95","26.97","1356.73","15.51","1734.72","0.36","237.88"
"4","2014","14","Chhattisgarh","Bilaspur","1683.92","2310.43","28.15","1554.83","15.57","1724.75","1.18","633.11"
"4","2015","14","Chhattisgarh","Bilaspur","1340.65","1831.92","27.03","1516.74","12.22","1416.38","0.96","224.31"
"4","2016","14","Chhattisgarh","Bilaspur","1858.19","2554.21","25.1","1549.23","17.11","2111.81","2.77","426.57"
"4","2017","14","Chhattisgarh","Bilaspur","1295.71","1779.97","21.72","1374.7","15.83","2080.79","0.83","109.36"
"5","1980","14","Chhattisgarh","Raigarh","332.6","903.8","5.4","1200.0","9.8","1088.89","3.6","2769.23"
"5","1981","14","Chhattisgarh","Raigarh","326.6","876.07","5.6","1166.67","7.9","987.5","3.2","3200.0"
"5","1982","14","Chhattisgarh","Raigarh","270.2","728.3","6.0","1276.6","10.7","1337.5","2.7","3000.0"
"5","1983","14","Chhattisgarh","Raigarh","361.8","964.54","3.2","820.51","11.4","1425.0","2.2","3666.67"
"5","1984","14","Chhattisgarh","Raigarh","292.6","772.24","2.9","966.67","11.2","1272.73","2.2","3666.67"
"5","1985","14","Chhattisgarh","Raigarh","373.4","963.61","3.2","1032.26","9.2","1033.71","1.4","3500.0"
"5","1986","14","Chhattisgarh","Raigarh","330.0","841.84","4.0","1333.33","10.0","1111.11","2.7","3375.0"
"5","1987","14","Chhattisgarh","Raigarh","320.0","816.33","4.0","1333.33","10.8","1213.48","2.3","3285.71"
"5","1988","14","Chhattisgarh","Raigarh","413.1","1014.24","3.8","1357.14","12.6","1465.12","2.4","3428.57"
"5","1989","14","Chhattisgarh","Raigarh","377.5","902.68","3.3","1320.0","14.9","1712.64","2.9","3222.22"
"5","1990","14","Chhattisgarh","Raigarh","397.8","964.36","3.2","1391.3","10.3","1226.19","0.9","3214.29"
"5","1991","14","Chhattisgarh","Raigarh","457.3","1106.46","2.6","1238.1","10.6","1277.11","2.8","7179.49"
"5","1992","14","Chhattisgarh","Raigarh","436.6","1054.84","2.4","1263.16","15.0","1785.71","1.6","3200.0"
"5","1993","14","Chhattisgarh","Raigarh","513.9","1229.72","3.1","1409.09","15.4","1855.42","1.9","3392.86"
"5","1994","14","Chhattisgarh","Raigarh","561.6","1337.46","3.2","1454.55","8.2","1064.94","2.2","3666.67"
"5","1995","14","Chhattisgarh","Raigarh","431.6","1034.52","3.7","1541.67","12.1","1551.28","2.2","3666.67"
"5","1996","14","Chhattisgarh","Raigarh","541.2","1287.35","5.7","1583.33","10.1","1311.69","2.8","3111.11"
"5","1997","14","Chhattisgarh","Raigarh","342.6","816.3","2.9","1318.18","9.3","1207.79","3.1","2818.18"
"5","1998","14","Chhattisgarh","Raigarh","661.2","1115.76","4.7","1424.24","20.4","1416.67","2.3","2875.0"
"5","1999","14","Chhattisgarh","Raigarh","476.0","1131.18","0.0","0.0","13.91","1823.07","1.66","3254.9"
"5","2000","14","Chhattisgarh","Raigarh","237.75","564.73","3.04","1447.62","11.1","1470.2","0.15","283.02"
"5","2001","14","Chhattisgarh","Raigarh","526.7","1252.02","3.77","1351.25","6.71","897.06","0.1","285.71"
"5","2002","14","Chhattisgarh","Raigarh","284.59","678.1","4.38","1426.71","10.33","1388.44","0.14","304.35"
"5","2003","14","Chhattisgarh","Raigarh","547.37","1294.14","5.08","1319.48","10.82","1450.4","0.16","280.7"
"5","2004","14","Chhattisgarh","Raigarh","417.86","991.22","3.86","1159.16","12.01","1640.71","0.17","293.1"
"5","2005","14","Chhattisgarh","Raigarh","417.86","991.22","3.86","1159.16","12.01","1640.71","0.17","293.1"
"5","2006","14","Chhattisgarh","Raigarh","437.91","1040.07","3.74","1129.91","9.0","1264.04","0.16","197.53"
"5","2007","14","Chhattisgarh","Raigarh","532.65","1259.04","4.65","1466.88","11.63","1642.66","0.15","208.33"
"5","2008","14","Chhattisgarh","Raigarh","500.83","1183.18","4.86","1384.62","10.15","1439.72","0.15","220.59"
"5","2009","14","Chhattisgarh","Raigarh","470.53","1118.31","4.87","1309.14","11.23","1656.34","0.15","245.9"
"5","2010","14","Chhattisgarh","Raigarh","598.26","1375.15","5.5","1617.65","11.9","1700.0","0.11","177.42"
"5","2011","14","Chhattisgarh","Raigarh","602.66","1430.41","6.27","1727.27","10.67","1559.94","0.2","571.43"
"5","2012","14","Chhattisgarh","Raigarh","641.28","1517.28","6.08","1767.44","11.84","1870.46","0.09","321.43"
"5","2013","14","Chhattisgarh","Raigarh","580.76","1387.92","11.5","1724.14","14.33","2187.79","0.09","300.0"
"5","2014","14","Chhattisgarh","Raigarh","657.79","1608.68","7.5","2071.82","12.46","1902.29","0.19","513.51"
"5","2015","14","Chhattisgarh","Raigarh","414.89","1013.29","6.15","1727.53","10.94","1683.08","0.08","312.6"
"5","2016","14","Chhattisgarh","Raigarh","763.72","1800.23","7.12","1840.7","15.43","2389.53","0.1","176.44"
"5","2017","14","Chhattisgarh","Raigarh","623.29","1516.07","6.76","1728.83","15.81","2512.8","0.09","205.34"
"6","1980","14","Chhattisgarh","Surguja","247.1","801.23","13.5","1000.0","44.4","1082.93","1.0","3333.33"
"6","1981","14","Chhattisgarh","Surguja","218.5","698.31","11.7","975.0","35.6","847.62","1.6","3200.0"
"6","1982","14","Chhattisgarh","Surguja","229.7","734.34","12.4","1024.79","45.5","1083.33","1.2","3000.0"
"6","1983","14","Chhattisgarh","Surguja","216.2","678.38","6.8","653.85","64.1","1526.19","1.5","3000.0"
"6","1984","14","Chhattisgarh","Surguja","219.2","666.06","13.3","786.98","45.9","1038.46","1.5","3000.0"
"6","1985","14","Chhattisgarh","Surguja","249.7","757.81","15.2","830.6","45.6","1024.72","1.5","3750.0"
"6","1986","14","Chhattisgarh","Surguja","256.0","761.9","24.0","1142.86","34.0","755.56","1.7","3400.0"
"6","1987","14","Chhattisgarh","Surguja","237.0","692.98","23.0","958.33","49.0","1065.22","1.3","3250.0"
"6","1988","14","Chhattisgarh","Surguja","283.0","801.7","19.5","1037.23","59.5","1299.13","0.5","2500.0"
"6","1989","14","Chhattisgarh","Surguja","338.6","952.73","22.0","1170.21","57.6","1252.17","1.2","3000.0"
"6","1990","14","Chhattisgarh","Surguja","417.7","1189.35","25.3","1240.2","42.5","919.91","0.9","3333.33"
"6","1991","14","Chhattisgarh","Surguja","301.0","855.36","18.0","989.01","51.4","1112.55","1.1","1506.85"
"6","1992","14","Chhattisgarh","Surguja","243.9","694.48","13.0","1007.75","56.3","1200.43","0.9","2647.06"
"6","1993","14","Chhattisgarh","Surguja","279.2","791.16","20.7","1189.66","55.8","1172.27","1.2","3428.57"
"6","1994","14","Chhattisgarh","Surguja","402.3","1112.86","25.8","1283.58","19.3","446.76","1.0","3333.33"
"6","1995","14","Chhattisgarh","Surguja","318.7","880.39","26.8","1288.46","69.0","1523.18","1.3","3250.0"
"6","1996","14","Chhattisgarh","Surguja","391.3","1056.14","27.7","1306.6","51.4","1142.22","2.0","2857.14"
"6","1997","14","Chhattisgarh","Surguja","298.7","808.61","23.1","1089.62","50.0","1128.67","1.7","3469.39"
"6","1998","14","Chhattisgarh","Surguja","273.2","731.07","26.3","1211.98","69.1","1552.81","1.44","1345.79"
"6","1999","14","Chhattisgarh","Surguja","431.72","1136.67","0.0","0.0","72.25","1587.21","1.99","3316.67"
"6","2000","14","Chhattisgarh","Surguja","240.59","636.58","33.31","1419.26","61.57","1351.7","0.22","309.86"
"6","2001","14","Chhattisgarh","Surguja","513.26","1333.56","33.18","1327.2","28.37","621.88","0.33","320.39"
"6","2002","14","Chhattisgarh","Surguja","257.13","680.51","29.71","1254.12","56.99","1243.24","0.27","303.37"
"6","2003","14","Chhattisgarh","Surguja","503.4","1311.14","29.24","1153.0","60.18","1319.74","0.36","315.79"
"6","2004","14","Chhattisgarh","Surguja","374.25","982.46","24.32","1007.87","59.52","1306.12","0.37","291.34"
"6","2005","14","Chhattisgarh","Surguja","374.25","982.46","24.32","1007.87","59.52","1306.12","0.37","291.34"
"6","2006","14","Chhattisgarh","Surguja","403.92","1054.18","23.79","975.4","41.23","909.75","0.48","142.86"
"6","2007","14","Chhattisgarh","Surguja","435.45","1143.27","30.09","1250.1","66.01","1456.85","0.7","168.67"
"6","2008","14","Chhattisgarh","Surguja","449.93","1176.01","29.68","1196.29","59.93","1345.23","0.57","155.74"
"6","2009","14","Chhattisgarh","Surguja","270.74","720.05","26.84","1096.85","50.14","1141.88","0.76","242.04"
"6","2010","14","Chhattisgarh","Surguja","399.46","1075.9","27.45","1144.7","76.3","1738.04","0.6","285.71"
"6","2011","14","Chhattisgarh","Surguja","530.08","1405.53","32.02","1266.11","63.31","1394.8","1.2","597.01"
"6","2012","14","Chhattisgarh","Surguja","610.07","1632.47","41.92","1662.83","91.37","1930.08","0.68","333.33"
"6","2013","14","Chhattisgarh","Surguja","633.47","1704.2","41.33","1543.89","96.07","1957.82","0.79","288.32"
"6","2014","14","Chhattisgarh","Surguja","687.04","1801.22","43.61","1676.02","84.57","1776.31","2.35","649.17"
"6","2015","14","Chhattisgarh","Surguja","440.9","1193.82","33.51","1403.85","91.01","1861.53","0.89","317.28"
"6","2016","14","Chhattisgarh","Surguja","652.25","1732.96","37.56","1589.23","118.85","2403.99","0.62","134.53"
"6","2017","14","Chhattisgarh","Surguja","524.07","1389.84","37.09","1599.85","123.33","2548.25","1.75","292.49"
"7","1980","6","Madhya Pradesh","Jabalpur","66.1","500.0","144.7","783.43","5.9","737.5","0.4","2000.0"
"7","1981","6","Madhya Pradesh","Jabalpur","43.0","336.2","75.0","513.0","7.0","875.0","0.4","2000.0"
"7","1982","6","Madhya Pradesh","Jabalpur","55.0","479.93","99.6","713.98","6.5","812.5","0.5","2500.0"
"7","1983","6","Madhya Pradesh","Jabalpur","84.6","671.96","181.4","1098.06","9.0","1125.0","1.0","2500.0"
"7","1984","6","Madhya Pradesh","Jabalpur","43.1","342.34","125.1","784.33","7.3","858.82","0.4","2000.0"
"7","1985","6","Madhya Pradesh","Jabalpur","101.8","761.98","129.2","704.47","7.2","837.21","0.3","3000.0"
"7","1986","6","Madhya Pradesh","Jabalpur","24.0","188.98","80.0","661.16","5.0","555.56","0.2","2000.0"
"7","1987","6","Madhya Pradesh","Jabalpur","68.0","601.77","146.0","935.9","9.0","1000.0","0.3","3000.0"
"7","1988","6","Madhya Pradesh","Jabalpur","78.8","596.97","161.5","1043.28","8.5","944.44","0.2","2000.0"
