"Dist Code","Year","State Code","State Name","Dist Name","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)"
"184","1980","4","Haryana","Karnal","861.0","2795.45","1013.0","2328.74","22.0","956.52","76.0","2825.28"
"184","1981","4","Haryana","Karnal","864.0","2586.83","1187.0","2631.93","30.0","1153.85","165.0","4459.46"
"184","1982","4","Haryana","Karnal","918.0","2781.82","1283.0","2712.47","19.0","1055.56","153.0","4371.43"
"184","1983","4","Haryana","Karnal","873.0","2523.12","1362.0","2785.28","17.0","1000.0","157.0","4906.25"
"184","1984","4","Haryana","Karnal","878.0","2501.42","1496.0","3090.91","23.0","1352.94","158.0","4647.06"
"184","1985","4","Haryana","Karnal","1034.0","2817.44","1686.0","3378.76","22.0","1375.0","130.0","5000.0"
"184","1986","4","Haryana","Karnal","965.0","2436.87","1500.0","3042.6","18.0","1384.62","189.0","5727.27"
"184","1987","4","Haryana","Karnal","746.0","2414.24","1537.0","3175.62","7.0","777.78","148.0","4352.94"
"184","1988","4","Haryana","Karnal","935.0","2403.6","1801.0","3721.07","12.0","1090.91","168.0","5090.91"
"184","1989","4","Haryana","Karnal","1445.8","2658.7","2577.2","3438.1","8.6","1000.0","100.0","5882.35"
"184","1990","4","Haryana","Karnal","1059.84","2707.07","1889.16","3841.86","8.82","1592.63","176.5","5449.21"
"184","1991","4","Haryana","Karnal","1035.6","2737.86","1854.66","3875.7","6.82","1565.66","205.52","5634.39"
"184","1992","4","Haryana","Karnal","1087.0","2612.45","1835.38","3768.86","6.64","1547.06","166.7","5218.83"
"184","1993","4","Haryana","Karnal","1139.38","2669.98","1836.22","3706.12","4.82","1366.21","137.38","6504.12"
"184","1994","4","Haryana","Karnal","1161.52","2654.6","1809.5","3730.25","4.0","1357.77","134.12","6087.51"
"184","1995","4","Haryana","Karnal","957.8","2151.2","1741.28","3669.68","7.64","2701.56","171.22","6064.32"
"184","1996","4","Haryana","Karnal","1289.98","2922.41","1889.52","3989.73","5.64","2081.18","209.34","5829.25"
"184","1997","4","Haryana","Karnal","1278.88","2779.07","1667.4","3571.49","5.64","2279.71","189.5","5635.19"
"184","1998","4","Haryana","Karnal","1064.18","2213.17","1984.48","4148.33","4.0","2000.0","164.4","5813.3"
"184","1999","4","Haryana","Karnal","1244.48","2606.91","2186.76","4423.79","2.0","2036.66","217.04","6353.26"
"184","2000","4","Haryana","Karnal","1308.62","2715.86","2230.16","4609.79","2.0","2074.69","221.78","6490.11"
"184","2001","4","Haryana","Karnal","1357.64","2821.14","2225.58","4511.3","3.0","2577.32","256.78","6377.41"
"184","2002","4","Haryana","Karnal","1322.08","2815.55","2172.64","4363.19","0.0","0.0","268.96","6249.65"
"184","2003","4","Haryana","Karnal","1329.16","2766.92","2077.04","4130.52","0.0","0.0","235.12","6373.89"
"184","2004","4","Haryana","Karnal","1526.18","3135.81","2127.12","4160.11","0.0","0.0","219.84","7125.54"
"184","2005","4","Haryana","Karnal","1509.14","3183.22","2214.32","4368.55","0.0","0.0","229.2","6804.01"
"184","2006","4","Haryana","Karnal","1574.86","3354.39","2236.64","4479.61","0.0","0.0","261.64","6986.44"
"184","2007","4","Haryana","Karnal","1678.66","3497.05","2313.76","4565.95","2.0","2857.14","264.58","6803.64"
"184","2008","4","Haryana","Karnal","1362.62","2744.64","2404.24","4658.86","1.4","1790.28","164.44","6400.09"
"184","2009","4","Haryana","Karnal","1557.84","3138.87","2319.04","4519.72","2.0","5000.0","217.05","7675.58"
"184","2010","4","Haryana","Karnal","1375.52","2753.61","2353.7","4550.57","0.0","0.0","212.3","7708.79"
"184","2011","4","Haryana","Karnal","1539.02","3124.93","2840.26","5541.52","3.0","3000.0","236.12","7995.39"
"184","2012","4","Haryana","Karnal","1678.84","3427.62","2389.92","4661.93","0.0","0.0","254.52","8524.22"
"184","2013","4","Haryana","Karnal","1677.4","3461.7","2499.16","4874.7","0.0","0.0","266.55","7775.73"
"184","2014","4","Haryana","Karnal","1575.4","3221.55","2074.08","4031.25","2.0","2000.0","250.95","8238.61"
"184","2015","4","Haryana","Karnal","1543.8","3160.56","2394.54","4655.03","3.0","2307.69","0.0","0.0"
"184","2016","4","Haryana","Karnal","1700.64","3408.51","2543.02","4822.17","1.0","666.67","287.16","8979.36"
"184","2017","4","Haryana","Karnal","1927.62","3791.18","2536.62","4921.16","0.0","0.0","0.0","0.0"
"186","1980","4","Haryana","Rohtak","26.0","1238.1","623.0","2443.14","2.0","500.0","82.0","2603.17"
"186","1981","4","Haryana","Rohtak","28.0","1400.0","547.0","2103.85","2.0","666.67","164.0","4000.0"
"186","1982","4","Haryana","Rohtak","36.0","1800.0","689.0","2451.96","3.0","1000.0","140.0","3255.81"
"186","1983","4","Haryana","Rohtak","44.0","1692.31","699.0","2496.43","2.0","666.67","151.0","3682.93"
"186","1984","4","Haryana","Rohtak","59.0","2185.19","687.0","2453.57","2.0","666.67","142.0","3944.44"
"186","1985","4","Haryana","Rohtak","71.0","2448.28","796.0","2981.27","2.0","1000.0","124.0","4428.57"
"186","1986","4","Haryana","Rohtak","72.0","2117.65","767.0","2719.86","1.0","500.0","172.0","5733.33"
"186","1987","4","Haryana","Rohtak","34.0","2000.0","732.0","2751.88","0.0","0.0","101.0","2885.71"
"186","1988","4","Haryana","Rohtak","61.0","1967.74","840.0","3021.58","1.0","500.0","160.0","5000.0"
"186","1989","4","Haryana","Rohtak","56.0","1931.03","881.6","3040.0","1.0","1000.0","148.0","4933.33"
"186","1990","4","Haryana","Rohtak","72.0","2432.43","857.72","3163.75","1.0","833.33","165.0","4969.88"
"186","1991","4","Haryana","Rohtak","70.0","2364.86","881.37","3323.37","1.0","1250.0","200.0","5509.64"
"186","1992","4","Haryana","Rohtak","92.0","2243.9","972.62","3436.59","2.0","2500.0","145.0","4833.33"
"186","1993","4","Haryana","Rohtak","105.0","2296.94","1012.45","3667.57","1.0","1111.11","146.0","5840.0"
"186","1994","4","Haryana","Rohtak","122.0","2242.65","1038.36","3677.5","0.0","0.0","165.0","5978.26"
"186","1995","4","Haryana","Rohtak","124.0","1719.52","1014.41","3655.19","0.0","0.0","185.0","5505.95"
"186","1996","4","Haryana","Rohtak","156.0","2206.1","1064.71","3719.04","0.0","0.0","189.0","5219.12"
"186","1997","4","Haryana","Rohtak","172.0","1983.26","1011.23","3454.24","0.0","0.0","128.0","4688.64"
"186","1998","4","Haryana","Rohtak","224.26","1764.02","1200.78","3697.44","0.0","0.0","129.0","5375.0"
"186","1999","4","Haryana","Rohtak","179.26","1477.3","1345.08","3978.27","2.0","2000.0","106.0","4669.6"
"186","2000","4","Haryana","Rohtak","199.39","1692.74","1341.64","3906.66","0.0","0.0","124.0","5166.67"
"186","2001","4","Haryana","Rohtak","197.39","1719.56","1370.3","4083.67","0.0","0.0","158.0","5374.15"
"186","2002","4","Haryana","Rohtak","123.0","2122.92","1311.4","4107.98","0.0","0.0","197.0","4758.45"
"186","2003","4","Haryana","Rohtak","188.39","2057.15","1224.61","3825.45","2.0","3333.33","196.0","5369.86"
"186","2004","4","Haryana","Rohtak","166.39","1762.93","1175.18","3790.9","2.0","3508.77","165.0","4969.68"
"186","2005","4","Haryana","Rohtak","232.39","2180.47","1211.36","3781.6","2.0","2500.0","160.0","6037.74"
"186","2006","4","Haryana","Rohtak","246.39","2339.8","1419.91","4195.69","0.0","0.0","202.7","7137.32"
"186","2007","4","Haryana","Rohtak","287.39","2534.21","1366.65","3958.81","3.0","3750.0","179.0","6884.62"
"186","2008","4","Haryana","Rohtak","267.65","1618.59","1577.04","4551.95","0.8","2000.0","82.3","5755.24"
"186","2009","4","Haryana","Rohtak","316.65","2089.09","1477.6","4191.56","4.0","1739.13","61.1","6943.18"
"186","2010","4","Haryana","Rohtak","324.04","1971.63","1619.59","4589.83","4.0","3333.33","104.0","7591.24"
"186","2011","4","Haryana","Rohtak","381.17","2304.13","1918.2","5191.63","6.0","4285.71","141.0","7540.11"
"186","2012","4","Haryana","Rohtak","324.91","2192.65","1436.86","4134.8","6.0","3921.57","135.4","6440.29"
"186","2013","4","Haryana","Rohtak","406.91","2335.07","1535.86","4402.64","3.0","3000.0","140.0","7368.42"
"186","2014","4","Haryana","Rohtak","398.78","2427.74","1363.53","3640.93","4.0","2000.0","131.4","7300.0"
"186","2015","4","Haryana","Rohtak","471.78","2503.34","1511.38","4116.74","1.0","2500.0","0.0","0.0"
"186","2016","4","Haryana","Rohtak","439.52","2280.71","1802.33","5166.25","15.0","21428.57","164.0","7699.53"
"186","2017","4","Haryana","Rohtak","502.65","2549.79","1733.25","4802.67","4.0","5000.0","0.0","0.0"
"189","1980","12","Uttar Pradesh","Saharanpur","175.7","1654.43","339.7","1792.61","29.4","854.65","572.8","5255.05"
"189","1981","12","Uttar Pradesh","Saharanpur","111.7","1256.47","319.8","1739.93","29.1","1003.45","669.4","4936.58"
"189","1982","12","Uttar Pradesh","Saharanpur","138.4","1651.55","388.4","2183.25","26.6","981.55","714.0","4989.52"
"189","1983","12","Uttar Pradesh","Saharanpur","163.4","1915.59","420.0","2200.1","36.9","1209.84","723.8","5195.98"
"189","1984","12","Uttar Pradesh","Saharanpur","208.9","2089.0","432.4","2196.04","45.3","1540.82","614.5","4793.29"
"189","1985","12","Uttar Pradesh","Saharanpur","252.7","2406.67","471.8","2415.77","32.5","1132.4","650.4","5182.47"
"189","1986","12","Uttar Pradesh","Saharanpur","191.1","1888.34","421.6","2176.56","37.7","1450.0","740.9","5541.51"
"189","1987","12","Uttar Pradesh","Saharanpur","147.4","1880.1","407.1","2293.52","19.1","900.94","892.9","6049.46"
"189","1988","12","Uttar Pradesh","Saharanpur","198.0","2310.39","461.8","2613.47","27.3","1287.74","845.5","16135.5"
"189","1989","12","Uttar Pradesh","Saharanpur","232.0","2035.09","605.5","2612.17","28.9","1047.1","953.0","5967.44"
"189","1990","12","Uttar Pradesh","Saharanpur","208.42","2403.37","391.69","2298.11","17.72","997.19","1111.14","6439.15"
"189","1991","12","Uttar Pradesh","Saharanpur","198.26","2384.94","475.11","2776.96","17.74","1112.23","1130.35","6380.39"
"189","1992","12","Uttar Pradesh","Saharanpur","242.1","2551.91","441.06","2355.84","22.94","1378.61","954.29","5755.67"
"189","1993","12","Uttar Pradesh","Saharanpur","196.17","1957.59","450.78","2417.57","22.57","1345.86","1005.51","6382.57"
"189","1994","12","Uttar Pradesh","Saharanpur","222.8","2305.94","467.83","2650.44","22.95","1558.04","1101.24","6664.49"
"189","1995","12","Uttar Pradesh","Saharanpur","240.61","2586.65","441.94","2644.29","18.34","1350.52","1162.75","6603.91"
"189","1996","12","Uttar Pradesh","Saharanpur","234.83","2604.88","492.77","2853.0","18.57","1559.19","1098.78","6034.27"
"189","1997","12","Uttar Pradesh","Saharanpur","256.19","2608.06","474.61","2756.64","17.55","1408.51","1144.25","6508.08"
"189","1998","12","Uttar Pradesh","Saharanpur","240.13","2364.18","470.63","2714.29","17.78","1517.06","1128.73","6418.34"
"189","1999","12","Uttar Pradesh","Saharanpur","232.13","2354.02","513.9","2982.93","17.5","1528.38","1098.83","6082.98"
"189","2000","12","Uttar Pradesh","Saharanpur","219.24","2312.9","470.92","2816.34","15.32","1501.96","1081.59","5762.64"
"189","2001","12","Uttar Pradesh","Saharanpur","191.57","2217.5","452.91","2859.64","16.34","1681.07","1129.08","5668.64"
"189","2002","12","Uttar Pradesh","Saharanpur","168.95","2279.41","428.36","2735.73","10.24","1219.05","1232.72","5918.86"
"189","2003","12","Uttar Pradesh","Saharanpur","148.65","2029.07","449.82","2758.45","9.47","1150.67","1252.78","6150.42"
"189","2004","12","Uttar Pradesh","Saharanpur","110.95","2156.04","427.37","2554.82","13.39","1499.44","1304.56","6310.76"
"189","2005","12","Uttar Pradesh","Saharanpur","169.77","2277.87","394.86","2558.71","16.88","1509.84","1218.39","6125.03"
"189","2006","12","Uttar Pradesh","Saharanpur","128.35","2151.0","421.81","2792.89","14.63","1495.91","1233.17","6253.08"
"189","2007","12","Uttar Pradesh","Saharanpur","129.64","2267.23","426.7","2805.39","11.46","1263.51","1376.7","6279.99"
"189","2008","12","Uttar Pradesh","Saharanpur","148.24","2221.16","464.48","2910.64","13.87","1441.79","1091.87","5371.26"
"189","2009","12","Uttar Pradesh","Saharanpur","175.38","2252.5","474.8","2940.67","9.54","1089.04","1199.12","5910.78"
"189","2010","12","Uttar Pradesh","Saharanpur","150.25","2041.16","454.26","2875.25","11.99","1375.0","1251.92","6068.15"
"189","2011","12","Uttar Pradesh","Saharanpur","162.98","2222.86","514.9","3297.05","12.17","1420.07","1193.2","5819.35"
"189","2012","12","Uttar Pradesh","Saharanpur","172.1","2545.1","498.57","3251.61","11.61","1356.31","1292.07","6167.4"
"189","2013","12","Uttar Pradesh","Saharanpur","164.6","2365.62","497.07","3246.28","9.64","1239.07","1271.89","5994.39"
"189","2014","12","Uttar Pradesh","Saharanpur","184.64","2442.97","335.75","2058.05","11.3","1414.27","1247.4","6339.7"
"189","2015","12","Uttar Pradesh","Saharanpur","196.19","2259.73","513.21","3230.38","12.68","1629.82","1140.87","6298.97"
"189","2016","12","Uttar Pradesh","Saharanpur","172.65","2383.63","572.66","3601.9","13.23","1628.99","1351.93","6585.32"
"189","2017","12","Uttar Pradesh","Saharanpur","185.44","2628.49","588.92","3760.46","13.38","1637.14","1535.08","7217.17"
"190","1980","12","Uttar Pradesh","Muzaffarnagar","64.6","1348.64","405.7","2358.72","19.8","1093.92","877.1","5384.28"
"190","1981","12","Uttar Pradesh","Muzaffarnagar","53.9","1456.76","360.2","2301.6","15.0","974.03","924.9","5204.84"
"190","1982","12","Uttar Pradesh","Muzaffarnagar","60.4","1786.98","384.6","2409.77","13.9","945.58","981.3","5436.57"
"190","1983","12","Uttar Pradesh","Muzaffarnagar","87.6","2066.04","378.7","2398.35","18.7","1280.82","1076.4","6023.5"
"190","1984","12","Uttar Pradesh","Muzaffarnagar","83.5","2041.56","413.4","2544.0","21.8","1730.16","1076.4","5743.86"
"190","1985","12","Uttar Pradesh","Muzaffarnagar","125.2","2602.91","456.3","2827.14","16.4","1261.54","966.8","5687.06"
"190","1986","12","Uttar Pradesh","Muzaffarnagar","114.1","2397.06","410.9","2558.53","18.5","1516.39","1061.4","5694.21"
"190","1987","12","Uttar Pradesh","Muzaffarnagar","75.1","2074.59","399.2","2631.51","10.5","1129.03","1109.8","5792.28"
"190","1988","12","Uttar Pradesh","Muzaffarnagar","91.0","2369.79","460.3","2926.26","15.1","1572.92","1199.6","4120.92"
"190","1989","12","Uttar Pradesh","Muzaffarnagar","91.0","2292.19","431.1","2864.45","11.9","1416.67","1147.3","6215.06"
"190","1990","12","Uttar Pradesh","Muzaffarnagar","89.8","2383.23","415.25","2920.8","9.36","1331.44","1248.77","6530.54"
"190","1991","12","Uttar Pradesh","Muzaffarnagar","83.2","2359.61","425.4","3063.52","6.14","1098.39","1329.89","6778.93"
"190","1992","12","Uttar Pradesh","Muzaffarnagar","97.58","2491.83","430.98","2967.16","9.58","1741.82","1241.85","6336.29"
"190","1993","12","Uttar Pradesh","Muzaffarnagar","110.28","2616.37","456.77","3110.66","6.5","1348.55","1335.47","6895.6"
"190","1994","12","Uttar Pradesh","Muzaffarnagar","91.71","2276.81","434.28","3065.43","5.83","1575.68","1303.2","6575.18"
"190","1995","12","Uttar Pradesh","Muzaffarnagar","90.72","2411.48","405.76","3038.26","4.04","1351.17","1409.27","6867.45"
"190","1996","12","Uttar Pradesh","Muzaffarnagar","90.59","2481.24","441.03","3241.44","3.46","1551.57","1471.48","6894.76"
"190","1997","12","Uttar Pradesh","Muzaffarnagar","117.23","2974.63","424.9","3280.32","3.59","1742.72","1407.98","6783.48"
"190","1998","12","Uttar Pradesh","Muzaffarnagar","105.4","2534.26","403.06","3023.03","2.63","1494.32","1438.74","6873.07"
"190","1999","12","Uttar Pradesh","Muzaffarnagar","105.35","2508.93","478.76","3503.81","1.88","1566.67","1346.91","6350.35"
"190","2000","12","Uttar Pradesh","Muzaffarnagar","93.54","2235.66","473.17","3490.48","1.5","1666.67","1344.56","6280.06"
"190","2001","12","Uttar Pradesh","Muzaffarnagar","101.85","2662.75","489.19","3713.58","1.8","1714.29","1409.09","6452.47"
"190","2002","12","Uttar Pradesh","Muzaffarnagar","44.68","2341.72","388.21","3350.97","1.24","1117.12","1459.05","6426.4"
"190","2003","12","Uttar Pradesh","Muzaffarnagar","66.67","2522.51","433.33","3466.09","0.75","1190.48","1550.31","6798.41"
"190","2004","12","Uttar Pradesh","Muzaffarnagar","63.54","2596.65","426.39","3297.68","0.69","1500.0","1582.4","7072.81"
"190","2005","12","Uttar Pradesh","Muzaffarnagar","63.5","2275.99","424.06","3362.89","0.39","1444.44","1556.63","6765.9"
"190","2006","12","Uttar Pradesh","Muzaffarnagar","52.49","2235.52","392.85","3237.33","0.31","1409.09","1636.06","6916.05"
"190","2007","12","Uttar Pradesh","Muzaffarnagar","52.37","2490.25","395.3","3294.17","0.16","1230.77","1593.15","6571.59"
"190","2008","12","Uttar Pradesh","Muzaffarnagar","70.26","2368.85","425.09","3279.0","0.18","1384.62","1415.62","5954.49"
"190","2009","12","Uttar Pradesh","Muzaffarnagar","96.76","2603.88","476.81","3440.93","0.17","1062.5","1586.66","7023.11"
"190","2010","12","Uttar Pradesh","Muzaffarnagar","80.52","2236.67","459.17","3376.75","0.18","1384.62","1430.96","6208.34"
"190","2011","12","Uttar Pradesh","Muzaffarnagar","83.2","2347.63","529.33","3931.74","0.22","1375.0","1526.55","6547.5"
"190","2012","12","Uttar Pradesh","Muzaffarnagar","90.35","2549.38","485.13","3690.6","0.14","1555.56","1700.94","7131.82"
"190","2013","12","Uttar Pradesh","Muzaffarnagar","78.09","2532.1","452.83","3723.01","0.12","1200.0","1766.29","7395.91"
"190","2014","12","Uttar Pradesh","Muzaffarnagar","86.62","2570.33","370.84","2894.02","0.15","1363.64","1676.96","7380.66"
"190","2015","12","Uttar Pradesh","Muzaffarnagar","86.71","2539.09","513.21","3763.09","0.27","1687.5","1745.72","7720.0"
"190","2016","12","Uttar Pradesh","Muzaffarnagar","83.84","2605.58","543.35","4199.1","0.18","1586.21","1962.08","8325.55"
"190","2017","12","Uttar Pradesh","Muzaffarnagar","93.32","2833.89","569.23","4208.48","0.2","1647.54","2113.77","8837.61"
"191","1980","12","Uttar Pradesh","Meerut","32.0","1316.87","595.7","2330.59","97.4","1436.58","980.7","5415.24"
"191","1981","12","Uttar Pradesh","Meerut","21.2","990.65","581.9","2349.21","72.7","1387.4","998.2","4728.56"
"191","1982","12","Uttar Pradesh","Meerut","23.4","1444.44","642.4","2520.2","93.5","1617.65","1054.6","5048.35"
"191","1983","12","Uttar Pradesh","Meerut","33.6","1592.42","619.7","2436.89","85.5","1387.99","1055.4","5274.36"
"191","1984","12","Uttar Pradesh","Meerut","36.5","1580.09","868.2","3446.61","123.5","1995.15","1006.5","5328.22"
"191","1985","12","Uttar Pradesh","Meerut","45.7","1744.27","805.8","3203.98","87.3","1445.36","878.7","4678.91"
"191","1986","12","Uttar Pradesh","Meerut","41.2","1681.63","686.3","2767.34","96.4","1647.86","1008.1","5215.21"
"191","1987","12","Uttar Pradesh","Meerut","29.8","1568.42","626.8","2617.12","57.3","1101.92","1066.5","5324.51"
"191","1988","12","Uttar Pradesh","Meerut","38.7","1994.85","737.6","3073.33","73.8","1371.75","1024.5","5119.94"
"191","1989","12","Uttar Pradesh","Meerut","35.9","1831.63","741.3","3126.53","80.0","1556.42","1221.5","6086.2"
"191","1990","12","Uttar Pradesh","Meerut","41.45","2112.37","719.22","3236.23","79.76","1621.15","1272.5","6186.66"
"191","1991","12","Uttar Pradesh","Meerut","41.53","1997.3","732.54","3289.39","52.15","1253.32","1339.82","6416.66"
"191","1992","12","Uttar Pradesh","Meerut","52.25","2220.86","732.27","3194.8","73.51","1908.28","1236.1","5850.82"
"191","1993","12","Uttar Pradesh","Meerut","63.87","2366.56","796.49","3467.29","68.52","1806.37","1315.38","6365.08"
"191","1994","12","Uttar Pradesh","Meerut","61.74","2325.08","793.65","3527.96","38.15","1168.26","1375.97","6504.67"
"191","1995","12","Uttar Pradesh","Meerut","67.82","2448.33","742.19","3463.56","43.99","1471.91","1492.38","6814.46"
"191","1996","12","Uttar Pradesh","Meerut","64.3","2287.43","762.38","3536.72","40.17","1640.39","1511.52","6565.06"
"191","1997","12","Uttar Pradesh","Meerut","119.39","2544.85","855.35","3462.46","49.07","1806.13","1559.51","6761.24"
"191","1998","12","Uttar Pradesh","Meerut","103.33","2076.06","804.39","3314.35","37.67","1527.4","1488.91","6509.39"
"191","1999","12","Uttar Pradesh","Meerut","125.04","2317.9","925.95","3660.48","27.02","1282.84","1385.26","5970.03"
"191","2000","12","Uttar Pradesh","Meerut","121.45","2155.86","906.93","3485.28","32.49","1866.39","1424.6","6091.63"
"191","2001","12","Uttar Pradesh","Meerut","128.07","2347.03","912.4","3623.77","40.12","2208.1","1543.65","6499.49"
"191","2002","12","Uttar Pradesh","Meerut","80.01","2299.93","867.93","3583.57","11.89","1023.32","1570.72","6277.14"
"191","2003","12","Uttar Pradesh","Meerut","105.3","2255.3","927.49","3556.46","12.91","1561.22","1612.63","6363.87"
"191","2004","12","Uttar Pradesh","Meerut","94.14","2496.96","846.51","3474.19","17.43","1516.28","1642.17","6756.11"
"191","2005","12","Uttar Pradesh","Meerut","123.72","2256.62","810.67","3373.15","6.44","1488.51","1635.44","6416.98"
"191","2006","12","Uttar Pradesh","Meerut","113.85","2236.86","877.31","3689.09","6.44","1877.11","1795.21","6816.44"
"191","2007","12","Uttar Pradesh","Meerut","125.29","2415.89","827.67","3496.36","6.23","1938.07","1816.67","6828.02"
"191","2008","12","Uttar Pradesh","Meerut","134.22","2256.98","899.24","3721.51","6.94","2391.89","1594.0","6203.55"
"191","2009","12","Uttar Pradesh","Meerut","164.76","2584.26","880.05","3602.27","5.43","1873.17","1641.05","6615.05"
"191","2010","12","Uttar Pradesh","Meerut","150.13","2295.87","940.46","4047.15","5.68","2217.77","1570.31","6390.86"
"191","2011","12","Uttar Pradesh","Meerut","167.52","2547.97","979.94","4231.74","4.79","2111.04","1579.46","6438.09"
"191","2012","12","Uttar Pradesh","Meerut","144.26","2913.95","898.26","4546.2","5.01","2301.83","1744.78","6873.45"
"191","2013","12","Uttar Pradesh","Meerut","155.75","2769.01","972.08","4360.94","5.38","2394.85","1842.06","7204.89"
"191","2014","12","Uttar Pradesh","Meerut","173.28","2841.15","661.69","3084.02","2.56","2172.13","1783.61","7547.1"
"191","2015","12","Uttar Pradesh","Meerut","188.14","2750.77","846.34","3910.32","3.16","1757.74","1813.46","7706.78"
"191","2016","12","Uttar Pradesh","Meerut","142.49","2559.65","964.37","4399.81","3.65","1941.37","2023.87","8058.24"
"191","2017","12","Uttar Pradesh","Meerut","145.29","2772.12","932.17","4249.36","4.08","2321.18","2326.51","9036.79"
"192","1980","12","Uttar Pradesh","Buland Shahar","22.4","1382.72","524.7","2420.2","190.0","1477.45","320.0","5128.21"
"192","1981","12","Uttar Pradesh","Buland Shahar","7.0","660.38","541.2","2357.96","168.9","1475.11","359.7","4677.5"
"192","1982","12","Uttar Pradesh","Buland Shahar","7.1","959.46","629.6","2569.8","169.1","1466.61","370.1","4757.07"
"192","1983","12","Uttar Pradesh","Buland Shahar","12.7","962.12","636.4","2543.57","206.6","1482.07","325.2","4516.67"
"192","1984","12","Uttar Pradesh","Buland Shahar","12.1","991.8","408.7","1647.98","319.4","2338.21","301.3","5046.9"
"192","1985","12","Uttar Pradesh","Buland Shahar","11.8","1145.63","729.7","3113.05","289.9","2038.68","256.6","4493.87"
"192","1986","12","Uttar Pradesh","Buland Shahar","13.2","1137.93","660.5","2747.5","281.8","1955.59","281.3","4850.0"
"192","1987","12","Uttar Pradesh","Buland Shahar","15.9","1458.72","668.3","2711.16","176.9","1202.58","366.2","6003.28"
"192","1988","12","Uttar Pradesh","Buland Shahar","15.8","1410.71","791.1","3215.85","183.5","1348.27","286.6","5145.42"
"192","1989","12","Uttar Pradesh","Buland Shahar","14.2","1256.64","703.4","3151.43","231.3","1622.02","333.4","5869.72"
"192","1990","12","Uttar Pradesh","Buland Shahar","18.52","1720.07","718.63","3051.25","300.42","2087.69","334.84","5797.55"
"192","1991","12","Uttar Pradesh","Buland Shahar","16.54","1584.77","738.4","3206.92","192.61","1377.56","371.59","6441.51"
"192","1992","12","Uttar Pradesh","Buland Shahar","21.63","1941.11","811.05","3562.34","274.04","1997.55","334.17","5881.16"
"192","1993","12","Uttar Pradesh","Buland Shahar","25.05","1866.39","785.11","3358.55","225.83","1700.43","335.17","6074.75"
"192","1994","12","Uttar Pradesh","Buland Shahar","31.46","1901.35","820.89","3530.25","203.4","1582.47","346.67","6261.61"
"192","1995","12","Uttar Pradesh","Buland Shahar","49.66","2423.68","798.55","3441.36","225.82","1826.09","374.93","6521.88"
"192","1996","12","Uttar Pradesh","Buland Shahar","50.2","2234.1","765.87","3278.15","238.89","2050.0","379.16","6135.96"
"192","1997","12","Uttar Pradesh","Buland Shahar","60.89","2756.98","716.18","3549.05","225.2","2132.35","350.89","6388.47"
"192","1998","12","Uttar Pradesh","Buland Shahar","64.27","2188.44","723.23","3563.92","126.52","1263.1","345.15","6220.35"
"192","1999","12","Uttar Pradesh","Buland Shahar","96.47","2250.58","780.95","3747.16","158.32","1845.93","327.51","6123.28"
"192","2000","12","Uttar Pradesh","Buland Shahar","109.34","2028.37","801.7","3731.92","169.34","2185.53","332.64","5656.35"
"192","2001","12","Uttar Pradesh","Buland Shahar","109.43","2292.06","788.95","3826.92","196.05","2417.66","371.8","6242.78"
"192","2002","12","Uttar Pradesh","Buland Shahar","103.45","2301.85","822.21","3884.89","87.12","1264.07","411.68","6020.34"
"192","2003","12","Uttar Pradesh","Buland Shahar","120.47","2265.33","782.81","3533.81","131.83","1935.52","431.21","6006.89"
"192","2004","12","Uttar Pradesh","Buland Shahar","126.52","2450.6","754.78","3425.63","100.34","1697.66","382.03","6090.49"
"192","2005","12","Uttar Pradesh","Buland Shahar","150.82","2264.07","746.85","3417.46","95.39","1592.92","377.66","5598.39"
"192","2006","12","Uttar Pradesh","Buland Shahar","152.13","2208.21","817.15","3732.85","105.37","1867.3","425.65","5949.4"
"192","2007","12","Uttar Pradesh","Buland Shahar","160.48","2285.74","779.56","3550.29","110.03","1956.94","447.21","6066.43"
"192","2008","12","Uttar Pradesh","Buland Shahar","173.89","2323.77","865.12","3936.71","119.56","2162.86","386.21","5565.75"
"192","2009","12","Uttar Pradesh","Buland Shahar","209.3","2310.29","819.28","3686.87","103.08","1894.11","354.43","5664.37"
"192","2010","12","Uttar Pradesh","Buland Shahar","196.54","2269.81","891.36","3950.99","112.98","2076.89","364.56","5689.29"
"192","2011","12","Uttar Pradesh","Buland Shahar","239.59","2403.27","941.05","4208.99","112.52","2204.5","374.16","6001.97"
"192","2012","12","Uttar Pradesh","Buland Shahar","58.04","2738.59","242.18","4513.63","107.69","2358.34","415.8","6142.12"
"192","2013","12","Uttar Pradesh","Buland Shahar","277.84","2640.75","899.48","4146.14","100.42","2391.89","424.45","6565.13"
"192","2014","12","Uttar Pradesh","Buland Shahar","308.09","2588.11","602.07","2736.36","94.34","2320.7","377.83","6427.92"
"192","2015","12","Uttar Pradesh","Buland Shahar","311.97","2688.13","855.31","3839.56","88.58","2397.77","392.21","6715.21"
"192","2016","12","Uttar Pradesh","Buland Shahar","236.88","2525.21","940.78","4266.06","112.76","2317.71","453.85","7738.43"
